Section_Number,FIR_Complaint,Offense,Punishment,Cognizable,Bailable,Court
Section 315-31,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding act done with intent to prevent a child being born alive, or to cause it to die after its birth. Respected Sir/Madam, I, Sara Yadav, wish to lodge a formal complaint regarding act done with intent to prevent a child being born alive, or to cause it to die after its birth that occurred on 05-06-2023, around 5:00 AM, at the metro near Police Station. my landlord Kiran Pillai  committed act done with intent to prevent a child being born alive, or to cause it to die after its birth. I have audio recordings and material evidence as evidence. I request that appropriate legal action be taken against the accused.","Act done with intent to prevent a child being born alive, or to cause it to die after its birth (variation 8)",10 Years or Fine or Both,Cognizable,Non-Bailable,Court of Session
Section 316-82,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding causing death of a quick unborn child by an act amounting to culpable homicide. Respected Sir/Madam, I, Rohit Shah, wish to lodge a formal complaint regarding causing death of a quick unborn child by an act amounting to culpable homicide that occurred on 05-12-2024, shortly after 7:00 PM, at the market. my colleague Vivaan Kumar, aged around 50-55 years  caused the death of my relative using gun. I have transaction records and CCTV footage as evidence. I request that appropriate legal action be taken against the accused.",Causing death of a quick unborn child by an act amounting to culpable homicide (variation 7),10 Years and Fine,Cognizable,Non-Bailable,Court of Session
Section 317-82,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding exposure of a child under 12 years of age by parent or person having care of it with intention of wholly abandoning it. Respected Sir/Madam, I, Sara Joshi, wish to lodge a formal complaint regarding exposure of a child under 12 years of age by parent or person having care of it with intention of wholly abandoning it that occurred on 25-09-2023, during the morning, at the warehouse in Pune. an unidentified gang, aged around 30-35 years  carried out exposure of a child under 12 years of age by parent or person having care of it with intention of wholly abandoning it. I have recovered stolen items as evidence. I request a thorough investigation into this matter and appropriate legal proceedings.",Exposure of a child under 12 Years of age by parent or person having care of it with intention of wholly abandoning it (variation 7),7 Years or Fine or Both,Cognizable,Bailable,Magistrate First Class; Session in M.P.
Section 318-59,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding concealment of birth by secret disposal of dead body. Respected Sir/Madam, I, Amit Chopra, wish to lodge a formal complaint regarding concealment of birth by secret disposal of dead body that occurred on 14-06-2024, between 3:15 and 6:15 AM, at the restaurant in Navrangpura. a local resident named Dhruv Sen, with a mustache  carried out concealment of birth by secret disposal of dead body. I have transaction records, expert testimony and video recordings as evidence. I request that appropriate legal action be taken against the accused.",Concealment of birth by secret disposal of dead body (variation 10),2 Years or Fine or Both,Cognizable,Bailable,Magistrate First Class; Session in M.P.
Section 319-85,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding the incident. Respected Sir/Madam, I, Aadhya Chatterjee, wish to lodge a formal complaint regarding an incident that occurred on 09-04-2023, around 2:00 AM, at the factory in Vasant Kunj. a person known to me, Anjali Reddy, speaking in regional language  carried out the offense. I have physical evidence and CCTV footage as evidence. I urge the authorities to register an FIR and take necessary action.",,,,,
Section 320-96,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding the incident. Respected Sir/Madam, I, Priya Patel, wish to lodge a formal complaint regarding an incident that occurred on 21-01-2024, shortly after 11:00 AM, at the bus stop near Central Park. my landlord Rahul Reddy, driving a red car  carried out the offense. I have material evidence, expert testimony and documentary proof as evidence. I request a thorough investigation into this matter and appropriate legal proceedings.",,,,,
Section 321-62,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding the incident. Respected Sir/Madam, I, Neha Nair, wish to lodge a formal complaint regarding an incident that occurred on 19-03-2024, around 7:45 AM, at the university grounds in Alipore. an unknown assailant  perpetrated the offense. I have call records, material evidence and documentary proof as evidence. I urge the authorities to register an FIR and take necessary action.",,,,,
Section 322-6,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding the incident. Respected Sir/Madam, I, Aarav Malhotra, wish to lodge a formal complaint regarding an incident that occurred on 25-04-2023, around 12:30 AM, at the warehouse in Hyderabad. my uncle named Sara Kumar, of approximately short height and muscular build  perpetrated the offense. I have call records as evidence. I seek justice and request that the accused be brought to book under relevant sections of law.",,,,,
Section 323-2,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding voluntarily causing hurt. Respected Sir/Madam, I, Reyansh Bose, wish to lodge a formal complaint regarding voluntarily causing hurt that occurred on 15-12-2023, early night, at the market in Kolkata. my tenant Radha Shah, of approximately short height and muscular build  struck me with fists, inflicting multiple wounds on my body. I have photographs, transaction records and call records as evidence. I request that appropriate legal action be taken against the accused.",Voluntarily causing hurt (variation 3),1 Year or Fine or Both,Non-Cognizable,Bailable,Any Magistrate
Section 324-29,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding voluntarily causing hurt by dangerous weapons or means. Respected Sir/Madam, I, Meera Sharma, wish to lodge a formal complaint regarding voluntarily causing hurt by dangerous weapons or means that occurred on 13-01-2025, at approximately 11:00 AM, at the factory in Hyderabad. a local resident named Radha Desai, carrying a gun  hit me with a stick, leading to severe fracture requiring medical attention. I have photographs as evidence. I seek justice and request that the accused be brought to book under relevant sections of law.",Voluntarily causing hurt by dangerous weapons or means (variation 7),3 Years or Fine or Both,Cognizable,Non-Bailable,Any Magistrate
Section 325-38,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding voluntarily causing grievous hurt. Respected Sir/Madam, I, Kiran Das, wish to lodge a formal complaint regarding voluntarily causing grievous hurt that occurred on 06-05-2024, at approximately 10:15 AM, at the bus stop near Municipal Corporation. my business associate Vikram Verma, with long hair  beat me with a blunt object, resulting in a wound to my shoulder. I have audio recordings as evidence. I urge the authorities to register an FIR and take necessary action.",Voluntarily causing grievous hurt (variation 3),7 Years + Fine,Cognizable,Bailable,Any Magistrate
Section 326-40,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding voluntarily causing grievous hurt by dangerous weapons or means. Respected Sir/Madam, I, Anita Sharma, wish to lodge a formal complaint regarding voluntarily causing grievous hurt by dangerous weapons or means that occurred on 09-07-2023, during the afternoon, at my home in Bhopal. a masked person, of approximately medium height and muscular build  struck me with bare hands, causing me to suffer from bruise and contusion. I have recovered stolen items as evidence. I seek justice and request that the accused be brought to book under relevant sections of law.",Voluntarily causing grievous hurt by dangerous weapons or means (variation 5),Imprisonment for Life or 10 Years + Fine,Cognizable,Non-Bailable,Magistrate First Class; Session in M.P.
Section 326A-94,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding voluntarily causing grievous hurt by use of acid, etc.. Respected Sir/Madam, I, Aadhya Pillai, wish to lodge a formal complaint regarding voluntarily causing grievous hurt by use of acid, etc. that occurred on 26-03-2024, just before 10:15 AM, at the metro. an unknown person, with long hair  assaulted me with a blunt object, causing injuries to my leg. I have audio recordings, recovered stolen items and physical evidence as evidence. I request that appropriate legal action be taken against the accused.","Voluntarily causing grievous hurt by use of acid, etc. (variation 10)",10 years to Life + Fine paid to the victim,Cognizable,Non-bailable,Court of Session
Section 326B-95,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding voluntarily throwing or attempting to throw acid. Respected Sir/Madam, I, Priya Kumar, wish to lodge a formal complaint regarding voluntarily throwing or attempting to throw acid that occurred on 24-08-2023, between 1:00 and 3:00 AM, at my apartment in Adyar. my landlord Nikhil Mehta, carrying a sharp object  committed voluntarily throwing or attempting to throw acid. I have call records, physical evidence and audio recordings as evidence. I request that appropriate legal action be taken against the accused.",Voluntarily throwing or attempting to throw acid (variation 2),5 to 7 years + Fine,Cognizable,Non-bailable,Court of Session
Section 327-29,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding voluntarily causing hurt to extort property or a valuable security, or to constrain to do anything which is illegal or which may facilitate the commission of an offence. Respected Sir/Madam, I, Suman Patel, wish to lodge a formal complaint regarding voluntarily causing hurt to extort property or a valuable security, or to constrain to do anything which is illegal or which may facilitate the commission of an offence that occurred on 31-01-2024, around 2:30 PM, at the private vehicle. a stranger, driving a blue car  hit me with bare hands, causing me to suffer from bruise and laceration. I have photographs and call records as evidence. I urge the authorities to register an FIR and take necessary action.","Voluntarily causing hurt to extort property or a valuable security, or to constrain to do anything which is illegal or which may facilitate the commission of an offence (variation 4)",10 Years + Fine,Cognizable,Non-Bailable,Magistrate First Class
Section 328-13,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding administering stupefying drug with intent to cause hurt, etc.. Respected Sir/Madam, I, Dhruv Bose, wish to lodge a formal complaint regarding administering stupefying drug with intent to cause hurt, etc. that occurred on 26-10-2023, between 3:15 and 6:15 PM, at the auto-rickshaw. an unidentified woman  hit me with a stick, inflicting multiple bruises on my body. I have photographs as evidence. I request that appropriate legal action be taken against the accused.","Administering stupefying drug with intent to cause hurt, etc. (variation 2)",10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 329-76,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding voluntarily causing grievous hurt to extort property or a valuable security, or to constrain to do anything which is illegal, or which may facilitate the commission of an offence. Respected Sir/Madam, I, Neha Desai, wish to lodge a formal complaint regarding voluntarily causing grievous hurt to extort property or a valuable security, or to constrain to do anything which is illegal, or which may facilitate the commission of an offence that occurred on 08-10-2023, late evening, at the college campus. some unknown miscreants, with short hair  hit me with bare hands, causing me to suffer from cut and swelling. I have photographs as evidence. I urge the authorities to register an FIR and take necessary action.","Voluntarily causing grievous hurt to extort property or a valuable security, or to constrain to do anything which is illegal, or which may facilitate the commission of an offence (variation 8)",Imprisonment for Life or 10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 330-95,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding voluntarily causing hurt to extort confession or information of property, etc.. Respected Sir/Madam, I, Aadhya Joshi, wish to lodge a formal complaint regarding voluntarily causing hurt to extort confession or information of property, etc. that occurred on 18-10-2024, during the evening, at the laboratory. a person known to me, Aarav Roy, driving a brown motorcycle  attacked me with a stick, causing me to suffer from laceration and cut. I have digital communications, medical reports and forensic evidence as evidence. I request a thorough investigation into this matter and appropriate legal proceedings.","Voluntarily causing hurt to extort confession or information of property, etc. (variation 1)",7 Years + Fine,Cognizable,Bailable,Magistrate First Class
Section 331-34,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding voluntarily causing grievous hurt to extort confession or information or to compel restoration of property, etc.. Respected Sir/Madam, I, Raj Khanna, wish to lodge a formal complaint regarding voluntarily causing grievous hurt to extort confession or information or to compel restoration of property, etc. that occurred on 25-05-2024, during the morning, at the company premises near City Mall. a stranger, of approximately tall height and thin build  hit me with bare hands, causing injuries to my shoulder. I have call records, forensic evidence and documentary proof as evidence. I request that appropriate legal action be taken against the accused.","Voluntarily causing grievous hurt to extort confession or information or to compel restoration of property, etc. (variation 8)",10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 332-88,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding voluntarily causing hurt to deter public servant from his duty. Respected Sir/Madam, I, Vikram Chopra, wish to lodge a formal complaint regarding voluntarily causing hurt to deter public servant from his duty that occurred on 27-09-2023, between 10:00 and 11:00 PM, at the coaching center. a local resident named Raj Kapoor, driving a brown truck  hit me with a knife, resulting in bleeding from my shoulder. I have CCTV footage as evidence. I request a thorough investigation into this matter and appropriate legal proceedings.",Voluntarily causing hurt to deter public servant from his duty (variation 3),3 Years or Fine or Both,Cognizable,Non-Bailable,Magistrate First Class
Section 333-31,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding voluntarily causing grievous hurt to deter public servant from his duty. Respected Sir/Madam, I, Sara Dutta, wish to lodge a formal complaint regarding voluntarily causing grievous hurt to deter public servant from his duty that occurred on 24-10-2024, shortly after 12:30 AM, at my residence in Indiranagar. a stranger, driving a black scooter  beat me with a stick, causing injuries to my face. I have CCTV footage and photographs as evidence. I request that appropriate legal action be taken against the accused.",Voluntarily causing grievous hurt to deter public servant from his duty (variation 4),10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 334-34,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding voluntarily causing hurt on grave and sudden provocation, not intending to hurt any other than the person who gave the provocation. Respected Sir/Madam, I, Kiara Banerjee, wish to lodge a formal complaint regarding voluntarily causing hurt on grave and sudden provocation, not intending to hurt any other than the person who gave the provocation that occurred on 11-07-2023, in the evening, at the shopping mall in Vadodara. a local resident named Amit Roy, carrying a blunt object  hit me with a blunt object, leading to severe contusion requiring medical attention. I have expert testimony as evidence. I request a thorough investigation into this matter and appropriate legal proceedings.","Voluntarily causing hurt on grave and sudden provocation, not intending to hurt any other than the person who gave the provocation (variation 8)",1 Month or Fine or Both,Non-Cognizable,Bailable,Any Magistrate
Section 335-33,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding causing grievous hurt on grave and sudden provocation, not intending to hurt and other than the person who gave the provocation. Respected Sir/Madam, I, Kiran Sen, wish to lodge a formal complaint regarding causing grievous hurt on grave and sudden provocation, not intending to hurt and other than the person who gave the provocation that occurred on 20-06-2024, around 8:00 PM, at my residence in Malviya Nagar. my colleague Aadhya Banerjee, aged around 30-35 years  struck me with a knife, resulting in bleeding from my eye. I have expert testimony and forensic evidence as evidence. I request that appropriate legal action be taken against the accused.","Causing grievous hurt on Grave and sudden provocation, not intending to hurt and other than the person who gave the provocation (variation 7)",4 Years or Fine or Both,Cognizable,Bailable,Magistrate First Class
Section 336-19,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding doing any act which endangers human life or the personal safety of others. Respected Sir/Madam, I, Dhruv Mukherjee, wish to lodge a formal complaint regarding doing any act which endangers human life or the personal safety of others that occurred on 18-11-2023, between 8:15 and 11:15 AM, at the ferry in T. Nagar. my former aunt Vivaan Chopra, of approximately short height and slim build  perpetrated doing any act which endangers human life or the personal safety of others. I have expert testimony and physical evidence as evidence. I request a thorough investigation into this matter and appropriate legal proceedings.",Doing any act which endangers human life or the personal safety of others (variation 3),3 Months or Fine or Both,Cognizable,Bailable,Any Magistrate
Section 337-34,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding causing hurt by an act which endangers human life, etc.. Respected Sir/Madam, I, Rahul Bose, wish to lodge a formal complaint regarding causing hurt by an act which endangers human life, etc. that occurred on 28-07-2024, in the morning, at the community center near Railway Station. my acquaintance Pooja Das  assaulted me with bare hands, resulting in a swelling to my leg. I have transaction records and call records as evidence. I request a thorough investigation into this matter and appropriate legal proceedings.","Causing hurt by an act which endangers human life, etc. (variation 1)",6 Months or Fine or Both,Cognizable,Bailable,Any Magistrate
Section 338-17,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding causing grievous hurt by an act which endangers human life, etc.. Respected Sir/Madam, I, Kavita Chauhan, wish to lodge a formal complaint regarding causing grievous hurt by an act which endangers human life, etc. that occurred on 31-05-2024, between 1:15 and 4:15 AM, at the school in Andheri. some unknown miscreants, speaking in local dialect  hit me with a blunt object, leading to severe wound requiring medical attention. I have eyewitness testimony and medical reports as evidence. I request that appropriate legal action be taken against the accused.","Causing grievous hurt by an act which endangers human life, etc. (variation 9)",2 Years or Fine or Both,Cognizable,Bailable,Any Magistrate
Section 339-55,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding the incident. Respected Sir/Madam, I, Pari Yadav, wish to lodge a formal complaint regarding an incident that occurred on 09-03-2024, during the evening, at the auto-rickshaw near Municipal Corporation. an unknown assailant, speaking in local dialect  engaged in the offense. I have audio recordings and photographs as evidence. I request that appropriate legal action be taken against the accused.",,,,,
Section 340-45,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding the incident. Respected Sir/Madam, I, Ayush Verma, wish to lodge a formal complaint regarding an incident that occurred on 01-12-2024, at approximately 6:00 PM, at the company premises. my former sister Sneha Pillai  committed the offense. I have video recordings as evidence. I urge the authorities to register an FIR and take necessary action.",,,,,
Section 341-22,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding wrongfully restraining any person. Respected Sir/Madam, I, Aadhya Malhotra, wish to lodge a formal complaint regarding wrongfully restraining any person that occurred on 06-05-2024, during the night, at my flat in Jaipur. my acquaintance Pari Patel, of approximately tall height and slim build  engaged in wrongfully restraining any person. I have call records, material evidence and transaction records as evidence. I urge the authorities to register an FIR and take necessary action.",Wrongfully restraining any person (variation 2),Simple Imprisonment for 1 Month or Fine or Both,Cognizable,Bailable,Any Magistrate
Section 342-90,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding wrongfully confining any person. Respected Sir/Madam, I, Aanya Shah, wish to lodge a formal complaint regarding wrongfully confining any person that occurred on 05-04-2023, at approximately 10:00 AM, at my home in Bangalore. an unknown person  engaged in wrongfully confining any person. I have CCTV footage, medical reports and photographs as evidence. I request a thorough investigation into this matter and appropriate legal proceedings.",Wrongfully confining any person (variation 9),1 Year or Fine or Both,Cognizable,Bailable,Any Magistrate
Section 343-73,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding wrongfully confining for 3 or more days. Respected Sir/Madam, I, Pooja Mukherjee, wish to lodge a formal complaint regarding wrongfully confining for 3 or more days that occurred on 17-08-2023, early night, at the educational institution. an unidentified woman, with a beard  engaged in wrongfully confining for 3 or more days. I have eyewitness testimony and transaction records as evidence. I seek justice and request that the accused be brought to book under relevant sections of law.",Wrongfully confining for 3 or more days (variation 6),2 Years or Fine or Both,Cognizable,Bailable,Any Magistrate
Section 344-18,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding wrongfully confining for 10 or more days. Respected Sir/Madam, I, Raj Pillai, wish to lodge a formal complaint regarding wrongfully confining for 10 or more days that occurred on 11-04-2023, around 1:00 PM, at my flat in Visakhapatnam. my colleague Ananya Patil, with a scar on the face  committed wrongfully confining for 10 or more days. I have medical reports, expert testimony and recovered stolen items as evidence. I request that appropriate legal action be taken against the accused.",Wrongfully confining for 10 or more days (variation 6),3 Years + Fine,Cognizable,Bailable,Any Magistrate
Section 345-11,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding keeping any person in wrongful confinement, knowing that a writ has been issued for his liberation. Respected Sir/Madam, I, Meera Chatterjee, wish to lodge a formal complaint regarding keeping any person in wrongful confinement, knowing that a writ has been issued for his liberation that occurred on 03-07-2024, around 8:00 PM, at the construction site. my cousin named Anika Chauhan, with a scar on the face  engaged in keeping any person in wrongful confinement, knowing that a writ has been issued for his liberation. I have audio recordings and photographs as evidence. I urge the authorities to register an FIR and take necessary action.","Keeping any person in wrongful confinement, knowing that a writ has been issued for his liberation (variation 3)",2 Years in addition to imprisonment under any other section,Cognizable,Bailable,Magistrate First Class
Section 346-15,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding wrongful confinement in secret. Respected Sir/Madam, I, Sneha Mishra, wish to lodge a formal complaint regarding wrongful confinement in secret that occurred on 01-12-2023, in the night, at the flight in Kolkata. an unidentified individual, wearing a orange shirt and white pants  carried out wrongful confinement in secret. I have documentary proof, recovered stolen items and call records as evidence. I request a thorough investigation into this matter and appropriate legal proceedings.",Wrongful confinement in secret (variation 7),2 Years in addition to imprisonment under any other section,Cognizable,Bailable,Magistrate First Class
Section 347-80,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding wrongful confinement for the purpose of extorting property, or constraining to an illegal act, etc.. Respected Sir/Madam, I, Kiran Shah, wish to lodge a formal complaint regarding wrongful confinement for the purpose of extorting property, or constraining to an illegal act, etc. that occurred on 14-04-2024, around 2:30 PM, at the construction site in Visakhapatnam. my acquaintance Vikram Nair  intimidated me by saying they would damage my property. I have call records and material evidence as evidence. I urge the authorities to register an FIR and take necessary action.","Wrongful confinement for the purpose of extorting property, or constraining to an illegal act, etc. (variation 3)",3 Years + Fine,Cognizable,Bailable,Any Magistrate
Section 348-74,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding wrongful confinement for the purpose of extorting confession or information, or of compelling restoration of property etc.. Respected Sir/Madam, I, Anjali Bose, wish to lodge a formal complaint regarding wrongful confinement for the purpose of extorting confession or information, or of compelling restoration of property etc. that occurred on 21-06-2023, just before 8:15 PM, at the shop in Nagpur. a stranger, of approximately short height and slim build  threatened me by sending threatening messages. I have recovered stolen items as evidence. I seek justice and request that the accused be brought to book under relevant sections of law.","Wrongful confinement for the purpose of extorting confession or information, or of compelling restoration of property etc. (variation 10)",3 Years + Fine,Cognizable,Bailable,Any Magistrate
Section 349-95,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding the incident. Respected Sir/Madam, I, Amit Das, wish to lodge a formal complaint regarding an incident that occurred on 12-04-2023, just before 3:15 PM, at the public gathering in Hyderabad. my neighbor Aditya Malhotra, speaking in local dialect  committed the offense. I have digital communications and eyewitness testimony as evidence. I request a thorough investigation into this matter and appropriate legal proceedings.",,,,,
Section 350-98,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding the incident. Respected Sir/Madam, I, Geeta Malhotra, wish to lodge a formal complaint regarding an incident that occurred on 27-05-2023, shortly after 7:15 AM, at the cinema hall near Metro Station. my landlord Sanjay Mishra  perpetrated the offense. I have eyewitness testimony and transaction records as evidence. I request that appropriate legal action be taken against the accused.",,,,,
Section 351-41,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding the incident. Respected Sir/Madam, I, Aarav Desai, wish to lodge a formal complaint regarding an incident that occurred on 23-10-2023, late night, at the bus. a person known to me, Sneha Sharma  engaged in the offense. I have audio recordings and call records as evidence. I request that appropriate legal action be taken against the accused.",,,,,
Section 352-72,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding assault or use of criminal force otherwise than on grave provocation. Respected Sir/Madam, I, Raj Sen, wish to lodge a formal complaint regarding assault or use of criminal force otherwise than on grave provocation that occurred on 17-02-2025, early evening, at the flight. an unknown person, with a mustache  beat me with a blunt object, causing injuries to my face. I have transaction records, call records and digital communications as evidence. I request that appropriate legal action be taken against the accused.",Assault or use of criminal force otherwise than on grave provocation (variation 3),3 Months or Fine or Both,Non-Cognizable,Bailable,Any Magistrate
Section 353-49,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding assault or use of criminal force to deter a public servant from discharge of his duty. Respected Sir/Madam, I, Kabir Sen, wish to lodge a formal complaint regarding assault or use of criminal force to deter a public servant from discharge of his duty that occurred on 21-07-2023, during the night, at the educational institution in Lucknow. my landlord Ananya Kapoor, aged around 30-35 years  beat me with a rod, inflicting multiple cuts on my body. I have CCTV footage as evidence. I request a thorough investigation into this matter and appropriate legal proceedings.",Assault or use of criminal force to deter a public servant from discharge of his duty (variation 3),2 Years or Fine or Both,Cognizable,Non-Bailable,Any Magistrate
Section 354-85,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding assault or use of criminal force to woman with intent to outrage her modesty. Respected Sir/Madam, I, Rohit Desai, wish to lodge a formal complaint regarding assault or use of criminal force to woman with intent to outrage her modesty that occurred on 02-05-2024, in the afternoon, at my office. an unidentified individual, wearing a green shirt and black pants  assaulted me with a rod, causing me to lose consciousness due to the fracture. I have digital communications as evidence. I seek justice and request that the accused be brought to book under relevant sections of law.",Assault or use of criminal force to woman with intent to outrage her modesty (variation 10),1 to 5 years + Fine,Cognizable,Non-bailable,Any Magistrate
Section 354A-31,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding sexual harassment of the nature of unwelcome physical contact and advances or a demand or request for sexual favours or showing pornography. Respected Sir/Madam, I, Sneha Shah, wish to lodge a formal complaint regarding sexual harassment of the nature of unwelcome physical contact and advances or a demand or request for sexual favours or showing pornography that occurred on 29-07-2024, late afternoon, at the complainant's residence. my neighbor Arjun Bose  committed a sexual offense against me. I was subjected to this traumatic experience against my will and consent. I have physical evidence and audio recordings as evidence. I seek justice and request that the accused be brought to book under relevant sections of law.",Sexual harassment of the nature of unwelcome physical contact and advances or a demand or request for sexual favours or showing pornography (variation 8),Upto 3 years or Fine or Both,Cognizable,Bailable,Any Magistrate
Section 354B-88,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding criminal force to woman with intent to disrobe. Respected Sir/Madam, I, Ananya Desai, wish to lodge a formal complaint regarding criminal force to woman with intent to disrobe that occurred on 02-09-2023, late morning, at the business establishment. my landlord Aanya Patel, speaking in Hindi  carried out criminal force to woman with intent to disrobe. I have material evidence and digital communications as evidence. I request that appropriate legal action be taken against the accused.",Criminal force to woman with intent to disrobe (variation 5),3 to 7 years + Fine,Cognizable,Non-bailable,Any Magistrate
Section 354C-98,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding the incident. Respected Sir/Madam, I, Vivaan Sharma, wish to lodge a formal complaint regarding an incident that occurred on 20-10-2023, just before 5:30 AM, at the metro. my brother named Sunita Mehta  engaged in the offense. I have forensic evidence, medical reports and video recordings as evidence. I request a thorough investigation into this matter and appropriate legal proceedings.",,,,,
Section 354D-56,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding stalking. Respected Sir/Madam, I, Ayush Nair, wish to lodge a formal complaint regarding stalking that occurred on 24-10-2023, between 7:15 and 8:15 PM, at the auto-rickshaw. my colleague Reyansh Sharma, speaking in local dialect  perpetrated stalking. I have documentary proof as evidence. I request that appropriate legal action be taken against the accused.",Stalking (variation 1),Upto 3 years + Fine for first conviction,Cognizable,Bailable,Any Magistrate
Section 355-96,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding assault or criminal force with intent to dishonour a person, otherwise than on grave and sudden provocation. Respected Sir/Madam, I, Aarav Khanna, wish to lodge a formal complaint regarding assault or criminal force with intent to dishonour a person, otherwise than on grave and sudden provocation that occurred on 13-11-2023, around 4:15 PM, at the coaching center in Ludhiana. my in-law named Navya Kumar  assaulted me with a blunt object, causing me to suffer from contusion and contusion. I have recovered stolen items, documentary proof and material evidence as evidence. I seek justice and request that the accused be brought to book under relevant sections of law.","Assault or criminal force with intent to dishonour a person, otherwise than on grave and sudden provocation (variation 6)",2 Years or Fine or Both,Non-Cognizable,Bailable,Any Magistrate
Section 356-17,"I, Sanjay Gupta, am writing to report a case of pickpocketing. On 02-02-2024, early night, while traveling in a crowded the private vehicle at the highway in Vaishali, I felt someone bump into me. Shortly after, I realized that my watch valued at Rs. 7,714, household items worth approximately Rs. 66,579 and household items worth approximately Rs. 73,904. The suspect was my former friend Kabir Chauhan, wearing a white shirt and green pants. I tried to chase the person but lost them in the crowd. Several bystanders witnessed the incident. I have audio recordings, CCTV footage and eyewitness testimony as evidence. I request immediate registration of an FIR and appropriate action.",Assault or criminal force in attempt to commit theft of property worn or carried by a person (variation 9),2 Years or Fine or Both,Cognizable,Bailable,Any Magistrate
Section 357-90,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding assault or use of criminal force in attempt wrongfully to confine a person. Respected Sir/Madam, I, Aarav Reddy, wish to lodge a formal complaint regarding assault or use of criminal force in attempt wrongfully to confine a person that occurred on 13-11-2023, in the morning, at the library. my business associate Kiran Nair, of approximately short height and thin build  hit me with a knife, leading to severe fracture requiring medical attention. I have expert testimony as evidence. I urge the authorities to register an FIR and take necessary action.",Assault or use of criminal Force in attempt wrongfully to confine a person (variation 3),1 Year or Fine or Both,Cognizable,Bailable,Any Magistrate
Section 358-14,"To the esteemed officer in charge of the police station, Subject: Filing of FIR regarding assault or use of criminal force on grave and sudden provocation. Respected Sir/Madam, I, Anjali Desai, wish to lodge a formal complaint regarding assault or use of criminal force on grave and sudden provocation that occurred on 11-07-2024, between 12:15 and 2:15 AM, at the victim's house in Bandra. my neighbor Rohit Mishra, carrying a knife  beat me with a rod, resulting in bleeding from my eye. I have physical evidence and call records as evidence. I seek justice and request that the accused be brought to book under relevant sections of law.",Assault or use of criminal force on grave and sudden provocation (variation 6),Simple Imprisonment for 1 Month or Fine or Both,Non-Cognizable,Bailable,Any Magistrate
