Section_Number,FIR_Complaint,Offense,Punishment,Cognizable,Bailable,Court
Section 436,I wish to file an FIR as mischief by fire or explosive substance with intent to destroy house etc. has taken place. The incident happened at restaurant. This occurred around afternoon. The accused is a relative. I have evidence in the form of medical reports.,Mischief by fire or explosive substance with intent to destroy house etc.,"Imprisonment for Life, or 10 Years + Fine",Cognizable,Non-Bailable,Court of Session
Section 437,"This is to report that on 21-09-2023, mischief with intent to destroy or make unsafe a decked vessel or a vessel of 20 tones burden occurred. The incident happened at bus. This occurred around night. The accused is a relative. I have evidence in the form of witnesses.",Mischief with intent to destroy or make unsafe A decked vessel or a vessel of 20 tones burden,10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 437,"On 08-05-2024, I witnessed/experienced mischief with intent to destroy or make unsafe a decked vessel or a vessel of 20 tones burden. The incident happened at home. This occurred around afternoon. The accused is a stranger. I have evidence in the form of physical evidence.",Mischief with intent to destroy or make unsafe A decked vessel or a vessel of 20 tones burden,10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 437,"This is to report that on 17-05-2023, mischief with intent to destroy or make unsafe a decked vessel or a vessel of 20 tones burden occurred. The incident happened at workplace. This occurred around afternoon. The accused is a colleague. I have evidence in the form of witnesses.",Mischief with intent to destroy or make unsafe A decked vessel or a vessel of 20 tones burden,10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 437,I would like to report that mischief with intent to destroy or make unsafe a decked vessel or a vessel of 20 tones burden. The incident happened at shop. This occurred around early morning. The accused is unknown. I have evidence in the form of photographs.,Mischief with intent to destroy or make unsafe A decked vessel or a vessel of 20 tones burden,10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 437,I wish to file an FIR as mischief with intent to destroy or make unsafe a decked vessel or a vessel of 20 tones burden has taken place. The incident happened at home. This occurred around evening. The accused is unknown. I have evidence in the form of photographs.,Mischief with intent to destroy or make unsafe A decked vessel or a vessel of 20 tones burden,10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 438,I wish to file an FIR as the mischief described in the last section when committed by fire or any explosive substance has taken place. The incident happened at restaurant. This occurred around morning. The accused is known to me. I have evidence in the form of medical reports.,The mischief described in the last section when committed by fire or any explosive substance,Imprisonment for Life or 10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 438,"This is to report that on 26-04-2023, the mischief described in the last section when committed by fire or any explosive substance occurred. The incident happened at market. This occurred around night. The accused is my neighbor. I have evidence in the form of witnesses.",The mischief described in the last section when committed by fire or any explosive substance,Imprisonment for Life or 10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 438,I wish to file an FIR as the mischief described in the last section when committed by fire or any explosive substance has taken place. The incident happened at restaurant. This occurred around afternoon. The accused is a colleague. I have evidence in the form of medical reports.,The mischief described in the last section when committed by fire or any explosive substance,Imprisonment for Life or 10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 438,"This is to report that on 09-05-2024, the mischief described in the last section when committed by fire or any explosive substance occurred. The incident happened at shop. This occurred around night. The accused is a stranger. I have evidence in the form of medical reports.",The mischief described in the last section when committed by fire or any explosive substance,Imprisonment for Life or 10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 438,I would like to report that the mischief described in the last section when committed by fire or any explosive substance. The incident happened at bus. This occurred around morning. The accused is my neighbor. I have evidence in the form of photographs.,The mischief described in the last section when committed by fire or any explosive substance,Imprisonment for Life or 10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 439,"I am filing this complaint regarding an incident where running vessel ashore with intent to commit theft, etc.. The incident happened at workplace. This occurred around night. The accused is a relative. I have evidence in the form of medical reports.","Running vessel ashore with intent to commit theft, etc.",10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 439,"This is to report that on 06-10-2023, running vessel ashore with intent to commit theft, etc. occurred. The incident happened at train. This occurred around afternoon. The accused is known to me. I have evidence in the form of photographs.","Running vessel ashore with intent to commit theft, etc.",10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 439,"I would like to report that running vessel ashore with intent to commit theft, etc.. The incident happened at public place. This occurred around evening. The accused is unknown. I have evidence in the form of documents.","Running vessel ashore with intent to commit theft, etc.",10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 439,"This is to report that on 12-08-2024, running vessel ashore with intent to commit theft, etc. occurred. The incident happened at shop. This occurred around morning. The accused is unknown. I have evidence in the form of photographs.","Running vessel ashore with intent to commit theft, etc.",10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 439,"I would like to report that running vessel ashore with intent to commit theft, etc.. The incident happened at road. This occurred around early morning. The accused is a stranger. I have evidence in the form of video recording.","Running vessel ashore with intent to commit theft, etc.",10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 440,"I am filing this complaint regarding an incident where mischief committed after preparation made for causing death, or hurt, etc.. The incident happened at bus. This occurred around afternoon. The accused is my neighbor. I have evidence in the form of photographs.","Mischief committed after preparation made for causing death, or hurt, etc.",5 Years + Fine,Cognizable,Bailable,Magistrate First Class
Section 440,"I wish to file an FIR as mischief committed after preparation made for causing death, or hurt, etc. has taken place. The incident happened at market. This occurred around early morning. The accused is a stranger. I have evidence in the form of witnesses.","Mischief committed after preparation made for causing death, or hurt, etc.",5 Years + Fine,Cognizable,Bailable,Magistrate First Class
Section 440,"I am filing this complaint regarding an incident where mischief committed after preparation made for causing death, or hurt, etc.. The incident happened at restaurant. This occurred around early morning. The accused is my neighbor. I have evidence in the form of documents.","Mischief committed after preparation made for causing death, or hurt, etc.",5 Years + Fine,Cognizable,Bailable,Magistrate First Class
Section 440,"On 24-10-2024, I witnessed/experienced mischief committed after preparation made for causing death, or hurt, etc.. The incident happened at restaurant. This occurred around morning. The accused is a stranger. I have evidence in the form of video recording.","Mischief committed after preparation made for causing death, or hurt, etc.",5 Years + Fine,Cognizable,Bailable,Magistrate First Class
Section 440,"This is to report that on 20-01-2025, mischief committed after preparation made for causing death, or hurt, etc. occurred. The incident happened at home. This occurred around evening. The accused is a stranger. I have evidence in the form of witnesses.","Mischief committed after preparation made for causing death, or hurt, etc.",5 Years + Fine,Cognizable,Bailable,Magistrate First Class
Section 441,"This is to report that on 19-06-2023, the incident described occurred. The incident happened at bus. This occurred around evening. The accused is my neighbor. I have evidence in the form of physical evidence.",,,,,
Section 441,I am filing this complaint regarding an incident where the incident described. The incident happened at bus. This occurred around night. The accused is a stranger. I have evidence in the form of video recording.,,,,,
Section 441,"On 07-07-2023, I witnessed/experienced the incident described. The incident happened at home. This occurred around evening. The accused is a stranger. I have evidence in the form of physical evidence.",,,,,
Section 441,I wish to file an FIR as the incident described has taken place. The incident happened at market. This occurred around evening. The accused is unknown. I have evidence in the form of physical evidence.,,,,,
Section 441,I wish to file an FIR as the incident described has taken place. The incident happened at restaurant. This occurred around morning. The accused is unknown. I have evidence in the form of physical evidence.,,,,,
Section 442,"On 17-08-2023, I witnessed/experienced the incident described. The incident happened at shop. This occurred around morning. The accused is a stranger. I have evidence in the form of photographs.",,,,,
Section 442,"This is to report that on 12-07-2024, the incident described occurred. The incident happened at public place. This occurred around early morning. The accused is a colleague. I have evidence in the form of medical reports.",,,,,
Section 442,I would like to report that the incident described. The incident happened at home. This occurred around night. The accused is unknown. I have evidence in the form of physical evidence.,,,,,
Section 442,I am filing this complaint regarding an incident where the incident described. The incident happened at bus. This occurred around afternoon. The accused is a relative. I have evidence in the form of medical reports.,,,,,
Section 442,I am filing this complaint regarding an incident where the incident described. The incident happened at shop. This occurred around evening. The accused is a relative. I have evidence in the form of video recording.,,,,,
Section 443,I would like to report that the incident described. The incident happened at road. This occurred around afternoon. The accused is a relative. I have evidence in the form of medical reports.,,,,,
Section 443,I am filing this complaint regarding an incident where the incident described. The incident happened at home. This occurred around morning. The accused is a stranger. I have evidence in the form of video recording.,,,,,
Section 443,I am filing this complaint regarding an incident where the incident described. The incident happened at public place. This occurred around evening. The accused is a relative. I have evidence in the form of physical evidence.,,,,,
Section 443,"On 12-05-2024, I witnessed/experienced the incident described. The incident happened at road. This occurred around night. The accused is unknown. I have evidence in the form of video recording.",,,,,
Section 443,I wish to file an FIR as the incident described has taken place. The incident happened at bus. This occurred around night. The accused is unknown. I have evidence in the form of witnesses.,,,,,
Section 444,"On 10-12-2023, I witnessed/experienced the incident described. The incident happened at restaurant. This occurred around early morning. The accused is a colleague. I have evidence in the form of medical reports.",,,,,
Section 444,I am filing this complaint regarding an incident where the incident described. The incident happened at public place. This occurred around morning. The accused is known to me. I have evidence in the form of photographs.,,,,,
Section 444,I would like to report that the incident described. The incident happened at home. This occurred around morning. The accused is a stranger. I have evidence in the form of documents.,,,,,
Section 444,I am filing this complaint regarding an incident where the incident described. The incident happened at restaurant. This occurred around afternoon. The accused is my neighbor. I have evidence in the form of witnesses.,,,,,
Section 444,I wish to file an FIR as the incident described has taken place. The incident happened at train. This occurred around early morning. The accused is a stranger. I have evidence in the form of video recording.,,,,,
Section 445,"On 11-01-2025, I witnessed/experienced the incident described. The incident happened at public place. This occurred around evening. The accused is known to me. I have evidence in the form of witnesses.",,,,,
Section 445,"On 18-02-2024, I witnessed/experienced the incident described. The incident happened at public place. This occurred around early morning. The accused is a relative. I have evidence in the form of physical evidence.",,,,,
Section 445,"On 04-01-2024, I witnessed/experienced the incident described. The incident happened at workplace. This occurred around afternoon. The accused is known to me. I have evidence in the form of video recording.",,,,,
Section 445,I would like to report that the incident described. The incident happened at workplace. This occurred around afternoon. The accused is a stranger. I have evidence in the form of physical evidence.,,,,,
Section 445,"On 01-09-2024, I witnessed/experienced the incident described. The incident happened at road. This occurred around morning. The accused is unknown. I have evidence in the form of documents.",,,,,
Section 446,I am filing this complaint regarding an incident where the incident described. The incident happened at home. This occurred around morning. The accused is a relative. I have evidence in the form of physical evidence.,,,,,
Section 446,"This is to report that on 11-07-2023, the incident described occurred. The incident happened at road. This occurred around afternoon. The accused is a colleague. I have evidence in the form of physical evidence.",,,,,
Section 446,I wish to file an FIR as the incident described has taken place. The incident happened at home. This occurred around night. The accused is my neighbor. I have evidence in the form of witnesses.,,,,,
Section 446,I am filing this complaint regarding an incident where the incident described. The incident happened at workplace. This occurred around night. The accused is known to me. I have evidence in the form of photographs.,,,,,
Section 446,"On 25-11-2024, I witnessed/experienced the incident described. The incident happened at market. This occurred around morning. The accused is a stranger. I have evidence in the form of medical reports.",,,,,
Section 447,I wish to file an FIR as criminal trespass has taken place. The incident happened at shop. This occurred around morning. The accused is my neighbor. I have evidence in the form of medical reports.,Criminal trespass,3 Months or Fine or Both,Cognizable,Bailable,Any Magistrate
Section 447,I am filing this complaint regarding an incident where criminal trespass. The incident happened at bus. This occurred around night. The accused is unknown. I have evidence in the form of video recording.,Criminal trespass,3 Months or Fine or Both,Cognizable,Bailable,Any Magistrate
Section 447,"This is to report that on 16-05-2024, criminal trespass occurred. The incident happened at bus. This occurred around afternoon. The accused is known to me. I have evidence in the form of photographs.",Criminal trespass,3 Months or Fine or Both,Cognizable,Bailable,Any Magistrate
Section 447,I am filing this complaint regarding an incident where criminal trespass. The incident happened at public place. This occurred around early morning. The accused is known to me. I have evidence in the form of documents.,Criminal trespass,3 Months or Fine or Both,Cognizable,Bailable,Any Magistrate
Section 447,I wish to file an FIR as criminal trespass has taken place. The incident happened at public place. This occurred around afternoon. The accused is a stranger. I have evidence in the form of physical evidence.,Criminal trespass,3 Months or Fine or Both,Cognizable,Bailable,Any Magistrate
Section 448,I wish to file an FIR as house-trespass has taken place. The incident happened at train. This occurred around evening. The accused is known to me. I have evidence in the form of documents.,House-trespass,1 Year or Fine or Both,Cognizable,Bailable,Any Magistrate
Section 448,I am filing this complaint regarding an incident where house-trespass. The incident happened at restaurant. This occurred around night. The accused is a colleague. I have evidence in the form of witnesses.,House-trespass,1 Year or Fine or Both,Cognizable,Bailable,Any Magistrate
Section 448,"On 29-06-2023, I witnessed/experienced house-trespass. The incident happened at workplace. This occurred around evening. The accused is my neighbor. I have evidence in the form of documents.",House-trespass,1 Year or Fine or Both,Cognizable,Bailable,Any Magistrate
Section 448,"On 25-05-2024, I witnessed/experienced house-trespass. The incident happened at workplace. This occurred around afternoon. The accused is unknown. I have evidence in the form of video recording.",House-trespass,1 Year or Fine or Both,Cognizable,Bailable,Any Magistrate
Section 448,I would like to report that house-trespass. The incident happened at train. This occurred around evening. The accused is known to me. I have evidence in the form of witnesses.,House-trespass,1 Year or Fine or Both,Cognizable,Bailable,Any Magistrate
Section 449,I am filing this complaint regarding an incident where house-trespass in order to the commission of an offence punishable with death. The incident happened at shop. This occurred around morning. The accused is a stranger. I have evidence in the form of video recording.,House-trespass in order to the commission of an offence punishable with death,Imprisonment for Life or Rigorous Imprisonment for 10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 449,"This is to report that on 04-09-2024, house-trespass in order to the commission of an offence punishable with death occurred. The incident happened at bus. This occurred around night. The accused is a stranger. I have evidence in the form of physical evidence.",House-trespass in order to the commission of an offence punishable with death,Imprisonment for Life or Rigorous Imprisonment for 10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 449,I would like to report that house-trespass in order to the commission of an offence punishable with death. The incident happened at public place. This occurred around morning. The accused is unknown. I have evidence in the form of witnesses.,House-trespass in order to the commission of an offence punishable with death,Imprisonment for Life or Rigorous Imprisonment for 10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 449,I would like to report that house-trespass in order to the commission of an offence punishable with death. The incident happened at train. This occurred around afternoon. The accused is my neighbor. I have evidence in the form of video recording.,House-trespass in order to the commission of an offence punishable with death,Imprisonment for Life or Rigorous Imprisonment for 10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 449,"On 07-06-2024, I witnessed/experienced house-trespass in order to the commission of an offence punishable with death. The incident happened at shop. This occurred around morning. The accused is a stranger. I have evidence in the form of medical reports.",House-trespass in order to the commission of an offence punishable with death,Imprisonment for Life or Rigorous Imprisonment for 10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 450,I would like to report that house-trespass in order to the commission of an offence punishable with imprisonment for life. The incident happened at market. This occurred around morning. The accused is known to me. I have evidence in the form of witnesses.,House-trespass in order to the commission of an Offence punishable with imprisonment for life,10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 450,"This is to report that on 05-12-2024, house-trespass in order to the commission of an offence punishable with imprisonment for life occurred. The incident happened at workplace. This occurred around afternoon. The accused is known to me. I have evidence in the form of physical evidence.",House-trespass in order to the commission of an Offence punishable with imprisonment for life,10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 450,"This is to report that on 20-08-2023, house-trespass in order to the commission of an offence punishable with imprisonment for life occurred. The incident happened at home. This occurred around afternoon. The accused is a colleague. I have evidence in the form of photographs.",House-trespass in order to the commission of an Offence punishable with imprisonment for life,10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 450,I would like to report that house-trespass in order to the commission of an offence punishable with imprisonment for life. The incident happened at public place. This occurred around afternoon. The accused is a stranger. I have evidence in the form of video recording.,House-trespass in order to the commission of an Offence punishable with imprisonment for life,10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 450,I am filing this complaint regarding an incident where house-trespass in order to the commission of an offence punishable with imprisonment for life. The incident happened at market. This occurred around early morning. The accused is my neighbor. I have evidence in the form of video recording.,House-trespass in order to the commission of an Offence punishable with imprisonment for life,10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 451,I wish to file an FIR as house-trespass in order to the commission of an offence punishable with imprisonment has taken place. The incident happened at road. This occurred around morning. The accused is unknown. I have evidence in the form of medical reports.,House-trespass in order to the commission of an Offence punishable with imprisonment,2 Years + Fine,Cognizable,Bailable,Any Magistrate
Section 451,"This is to report that on 30-04-2023, house-trespass in order to the commission of an offence punishable with imprisonment occurred. The incident happened at train. This occurred around afternoon. The accused is known to me. I have evidence in the form of documents.",House-trespass in order to the commission of an Offence punishable with imprisonment,2 Years + Fine,Cognizable,Bailable,Any Magistrate
Section 451,I would like to report that house-trespass in order to the commission of an offence punishable with imprisonment. The incident happened at bus. This occurred around afternoon. The accused is a colleague. I have evidence in the form of medical reports.,House-trespass in order to the commission of an Offence punishable with imprisonment,2 Years + Fine,Cognizable,Bailable,Any Magistrate
Section 451,I would like to report that house-trespass in order to the commission of an offence punishable with imprisonment. The incident happened at bus. This occurred around morning. The accused is a stranger. I have evidence in the form of witnesses.,House-trespass in order to the commission of an Offence punishable with imprisonment,2 Years + Fine,Cognizable,Bailable,Any Magistrate
Section 451,"On 27-01-2024, I witnessed/experienced house-trespass in order to the commission of an offence punishable with imprisonment. The incident happened at market. This occurred around morning. The accused is known to me. I have evidence in the form of medical reports.",House-trespass in order to the commission of an Offence punishable with imprisonment,2 Years + Fine,Cognizable,Bailable,Any Magistrate
Section 452,"On 26-08-2023, I witnessed/experienced house-trespass, having made preparation for causing hurt, assault, etc.. The incident happened at restaurant. This occurred around afternoon. The accused is a colleague. I have evidence in the form of physical evidence.","House-trespass, having made preparation for causing hurt, assault, etc.",7 Years + Fine,Cognizable,Non-Bailable,Any Magistrate
Section 452,"I would like to report that house-trespass, having made preparation for causing hurt, assault, etc.. The incident happened at shop. This occurred around evening. The accused is my neighbor. I have evidence in the form of witnesses.","House-trespass, having made preparation for causing hurt, assault, etc.",7 Years + Fine,Cognizable,Non-Bailable,Any Magistrate
Section 452,"On 25-06-2023, I witnessed/experienced house-trespass, having made preparation for causing hurt, assault, etc.. The incident happened at market. This occurred around morning. The accused is known to me. I have evidence in the form of physical evidence.","House-trespass, having made preparation for causing hurt, assault, etc.",7 Years + Fine,Cognizable,Non-Bailable,Any Magistrate
Section 452,"I am filing this complaint regarding an incident where house-trespass, having made preparation for causing hurt, assault, etc.. The incident happened at market. This occurred around night. The accused is a colleague. I have evidence in the form of witnesses.","House-trespass, having made preparation for causing hurt, assault, etc.",7 Years + Fine,Cognizable,Non-Bailable,Any Magistrate
Section 452,"On 20-02-2024, I witnessed/experienced house-trespass, having made preparation for causing hurt, assault, etc.. The incident happened at train. This occurred around evening. The accused is a relative. I have evidence in the form of documents.","House-trespass, having made preparation for causing hurt, assault, etc.",7 Years + Fine,Cognizable,Non-Bailable,Any Magistrate
Section 453,"On 04-10-2023, I witnessed/experienced lurking house trespass or house-breaking. The incident happened at market. This occurred around early morning. The accused is known to me. I have evidence in the form of documents.",Lurking house trespass or house-breaking,2 Years + Fine,Cognizable,Non-Bailable,Any Magistrate
Section 453,"On 08-10-2024, I witnessed/experienced lurking house trespass or house-breaking. The incident happened at bus. This occurred around afternoon. The accused is unknown. I have evidence in the form of video recording.",Lurking house trespass or house-breaking,2 Years + Fine,Cognizable,Non-Bailable,Any Magistrate
Section 453,I would like to report that lurking house trespass or house-breaking. The incident happened at home. This occurred around early morning. The accused is known to me. I have evidence in the form of witnesses.,Lurking house trespass or house-breaking,2 Years + Fine,Cognizable,Non-Bailable,Any Magistrate
Section 453,I am filing this complaint regarding an incident where lurking house trespass or house-breaking. The incident happened at market. This occurred around early morning. The accused is a colleague. I have evidence in the form of video recording.,Lurking house trespass or house-breaking,2 Years + Fine,Cognizable,Non-Bailable,Any Magistrate
Section 453,"This is to report that on 02-07-2023, lurking house trespass or house-breaking occurred. The incident happened at public place. This occurred around morning. The accused is known to me. I have evidence in the form of medical reports.",Lurking house trespass or house-breaking,2 Years + Fine,Cognizable,Non-Bailable,Any Magistrate
Section 454,"On 26-09-2023, I witnessed/experienced lurking house-trespass or house-breaking in order to the commission of an offence punishable with imprisonment. The incident happened at shop. This occurred around night. The accused is a stranger. I have evidence in the form of physical evidence.",Lurking house-trespass or house-breaking in order to the commission of an offence punishable with imprisonment,3 Years + Fine,Cognizable,Non-Bailable,Any Magistrate
Section 454,I am filing this complaint regarding an incident where lurking house-trespass or house-breaking in order to the commission of an offence punishable with imprisonment. The incident happened at train. This occurred around afternoon. The accused is my neighbor. I have evidence in the form of photographs.,Lurking house-trespass or house-breaking in order to the commission of an offence punishable with imprisonment,3 Years + Fine,Cognizable,Non-Bailable,Any Magistrate
Section 454,"On 26-04-2024, I witnessed/experienced lurking house-trespass or house-breaking in order to the commission of an offence punishable with imprisonment. The incident happened at public place. This occurred around early morning. The accused is known to me. I have evidence in the form of photographs.",Lurking house-trespass or house-breaking in order to the commission of an offence punishable with imprisonment,3 Years + Fine,Cognizable,Non-Bailable,Any Magistrate
Section 454,"On 27-01-2024, I witnessed/experienced lurking house-trespass or house-breaking in order to the commission of an offence punishable with imprisonment. The incident happened at workplace. This occurred around morning. The accused is a relative. I have evidence in the form of witnesses.",Lurking house-trespass or house-breaking in order to the commission of an offence punishable with imprisonment,3 Years + Fine,Cognizable,Non-Bailable,Any Magistrate
Section 454,I am filing this complaint regarding an incident where lurking house-trespass or house-breaking in order to the commission of an offence punishable with imprisonment. The incident happened at road. This occurred around night. The accused is a stranger. I have evidence in the form of video recording.,Lurking house-trespass or house-breaking in order to the commission of an offence punishable with imprisonment,3 Years + Fine,Cognizable,Non-Bailable,Any Magistrate
Section 455,"I am filing this complaint regarding an incident where lurking house-trespass or house-breaking after preparation made for causing hurt, assault, etc.. The incident happened at road. This occurred around morning. The accused is a relative. I have evidence in the form of medical reports.","Lurking house-trespass or house-breaking after preparation made for causing hurt, assault, etc.",10 Years + Fine,Cognizable,Non-Bailable,Magistrate First Class
Section 455,"I would like to report that lurking house-trespass or house-breaking after preparation made for causing hurt, assault, etc.. The incident happened at public place. This occurred around evening. The accused is a stranger. I have evidence in the form of physical evidence.","Lurking house-trespass or house-breaking after preparation made for causing hurt, assault, etc.",10 Years + Fine,Cognizable,Non-Bailable,Magistrate First Class
Section 455,"On 02-09-2023, I witnessed/experienced lurking house-trespass or house-breaking after preparation made for causing hurt, assault, etc.. The incident happened at home. This occurred around evening. The accused is my neighbor. I have evidence in the form of video recording.","Lurking house-trespass or house-breaking after preparation made for causing hurt, assault, etc.",10 Years + Fine,Cognizable,Non-Bailable,Magistrate First Class
Section 455,"I would like to report that lurking house-trespass or house-breaking after preparation made for causing hurt, assault, etc.. The incident happened at road. This occurred around early morning. The accused is a relative. I have evidence in the form of physical evidence.","Lurking house-trespass or house-breaking after preparation made for causing hurt, assault, etc.",10 Years + Fine,Cognizable,Non-Bailable,Magistrate First Class
Section 455,"I am filing this complaint regarding an incident where lurking house-trespass or house-breaking after preparation made for causing hurt, assault, etc.. The incident happened at shop. This occurred around early morning. The accused is a stranger. I have evidence in the form of physical evidence.","Lurking house-trespass or house-breaking after preparation made for causing hurt, assault, etc.",10 Years + Fine,Cognizable,Non-Bailable,Magistrate First Class
Section 456,"On 14-02-2024, I witnessed/experienced lurking house-trespass or house-breaking by night. The incident happened at road. This occurred around evening. The accused is known to me. I have evidence in the form of medical reports.",Lurking house-trespass or house-breaking by night,3 Years + Fine,Cognizable,Non-Bailable,Any Magistrate
Section 456,I wish to file an FIR as lurking house-trespass or house-breaking by night has taken place. The incident happened at public place. This occurred around morning. The accused is unknown. I have evidence in the form of photographs.,Lurking house-trespass or house-breaking by night,3 Years + Fine,Cognizable,Non-Bailable,Any Magistrate
Section 456,I am filing this complaint regarding an incident where lurking house-trespass or house-breaking by night. The incident happened at bus. This occurred around early morning. The accused is known to me. I have evidence in the form of witnesses.,Lurking house-trespass or house-breaking by night,3 Years + Fine,Cognizable,Non-Bailable,Any Magistrate
Section 456,I would like to report that lurking house-trespass or house-breaking by night. The incident happened at public place. This occurred around night. The accused is a stranger. I have evidence in the form of medical reports.,Lurking house-trespass or house-breaking by night,3 Years + Fine,Cognizable,Non-Bailable,Any Magistrate
Section 456,"On 24-07-2024, I witnessed/experienced lurking house-trespass or house-breaking by night. The incident happened at train. This occurred around early morning. The accused is a stranger. I have evidence in the form of medical reports.",Lurking house-trespass or house-breaking by night,3 Years + Fine,Cognizable,Non-Bailable,Any Magistrate
Section 457,I wish to file an FIR as lurking house-trespass or house-breaking by night in order to the commission of an offence punishable with imprisonment has taken place. The incident happened at restaurant. This occurred around afternoon. The accused is a stranger. I have evidence in the form of medical reports.,Lurking house-trespass or house-breaking by night in order to the commission of an offence punishable with imprisonment,5 Years + Fine,Cognizable,Non-Bailable,Magistrate First Class
Section 457,I wish to file an FIR as lurking house-trespass or house-breaking by night in order to the commission of an offence punishable with imprisonment has taken place. The incident happened at home. This occurred around morning. The accused is a colleague. I have evidence in the form of medical reports.,Lurking house-trespass or house-breaking by night in order to the commission of an offence punishable with imprisonment,5 Years + Fine,Cognizable,Non-Bailable,Magistrate First Class
Section 457,I wish to file an FIR as lurking house-trespass or house-breaking by night in order to the commission of an offence punishable with imprisonment has taken place. The incident happened at road. This occurred around early morning. The accused is a stranger. I have evidence in the form of video recording.,Lurking house-trespass or house-breaking by night in order to the commission of an offence punishable with imprisonment,5 Years + Fine,Cognizable,Non-Bailable,Magistrate First Class
Section 457,"On 27-04-2024, I witnessed/experienced lurking house-trespass or house-breaking by night in order to the commission of an offence punishable with imprisonment. The incident happened at restaurant. This occurred around early morning. The accused is a relative. I have evidence in the form of documents.",Lurking house-trespass or house-breaking by night in order to the commission of an offence punishable with imprisonment,5 Years + Fine,Cognizable,Non-Bailable,Magistrate First Class
Section 457,I am filing this complaint regarding an incident where lurking house-trespass or house-breaking by night in order to the commission of an offence punishable with imprisonment. The incident happened at market. This occurred around afternoon. The accused is known to me. I have evidence in the form of documents.,Lurking house-trespass or house-breaking by night in order to the commission of an offence punishable with imprisonment,5 Years + Fine,Cognizable,Non-Bailable,Magistrate First Class
Section 458,"I am filing this complaint regarding an incident where lurking house-trespass or house-breaking by night, after preparation made for causing hurt, etc.. The incident happened at road. This occurred around morning. The accused is my neighbor. I have evidence in the form of witnesses.","Lurking house-trespass or house-breaking by night, after preparation made for causing hurt, etc.",14 Years + Fine,Cognizable,Non-Bailable,Magistrate First Class
Section 458,"I would like to report that lurking house-trespass or house-breaking by night, after preparation made for causing hurt, etc.. The incident happened at bus. This occurred around evening. The accused is known to me. I have evidence in the form of medical reports.","Lurking house-trespass or house-breaking by night, after preparation made for causing hurt, etc.",14 Years + Fine,Cognizable,Non-Bailable,Magistrate First Class
Section 458,"I am filing this complaint regarding an incident where lurking house-trespass or house-breaking by night, after preparation made for causing hurt, etc.. The incident happened at public place. This occurred around afternoon. The accused is unknown. I have evidence in the form of physical evidence.","Lurking house-trespass or house-breaking by night, after preparation made for causing hurt, etc.",14 Years + Fine,Cognizable,Non-Bailable,Magistrate First Class
Section 458,"I wish to file an FIR as lurking house-trespass or house-breaking by night, after preparation made for causing hurt, etc. has taken place. The incident happened at road. This occurred around morning. The accused is a stranger. I have evidence in the form of photographs.","Lurking house-trespass or house-breaking by night, after preparation made for causing hurt, etc.",14 Years + Fine,Cognizable,Non-Bailable,Magistrate First Class
Section 458,"On 08-09-2024, I witnessed/experienced lurking house-trespass or house-breaking by night, after preparation made for causing hurt, etc.. The incident happened at public place. This occurred around early morning. The accused is my neighbor. I have evidence in the form of documents.","Lurking house-trespass or house-breaking by night, after preparation made for causing hurt, etc.",14 Years + Fine,Cognizable,Non-Bailable,Magistrate First Class
Section 459,I would like to report that grievous hurt caused whilst committing lurking house-trespass or house-breaking. The incident happened at bus. This occurred around morning. The accused is my neighbor. I have evidence in the form of documents.,Grievous hurt caused whilst committing lurking house-trespass or house-breaking,Imprisonment for Life or 10 Years + Fine,Cognizable,Non-Bailable,Court of Session
Section 459,"This is to report that on 07-07-2024, grievous hurt caused whilst committing lurking house-trespass or house-breaking occurred. The incident happened at shop. This occurred around morning. The accused is a colleague. I have evidence in the form of medical reports.",Grievous hurt caused whilst committing lurking house-trespass or house-breaking,Imprisonment for Life or 10 Years + Fine,Cognizable,Non-Bailable,Court of Session
