FIR_Complaint,Sections
"This is to report that on 04-03-2024, cheating by personation occurred. The incident happened at market. This occurred around morning. The accused is my neighbor. I have evidence in the form of medical reports.","['Section 492', 'Section 211']"
I am filing this complaint regarding an incident where promoting enmity between classes. The incident happened at public place. This occurred around morning. The accused is a stranger. I have evidence in the form of physical evidence.,"['Section 456', 'Section 485']"
I wish to file an FIR as wrongful confinement in secret has taken place. The incident happened at home. This occurred around early morning. The accused is a stranger. I have evidence in the form of documents.,"['Section 221', 'Section 247']"
"On 29-07-2023, I witnessed/experienced omission to assist public servant when bound by law to give such assistance. The incident happened at workplace. This occurred around afternoon. The accused is a stranger. I have evidence in the form of medical reports.","['Section 369', 'Section 160']"
"I would like to report that putting a person in fear of accusation of an offence punishable with death, imprisonment for life, or imprisonment for 10 years in order to commit extortion.. The incident happened at train. This occurred around morning. The accused is my neighbor. I have evidence in the form of documents.","['Section 379', 'Section 496']"
"This is to report that on 04-11-2024, counterfeiting, or performing any part of the process of counterfeiting coin occurred. The incident happened at workplace. This occurred around evening. The accused is a stranger. I have evidence in the form of physical evidence.","['Section 198', 'Section 171']"
"I wish to file an FIR as a person omitting to take order with any animal in his possession, so as to guard against danger to human life, or of grievous hurt, from such animal has taken place. The incident happened at shop. This occurred around early morning. The accused is known to me. I have evidence in the form of documents.","['Section 344', 'Section 249']"
"On 19-05-2024, I witnessed/experienced mischief by destroying or moving or rendering less useful a lighthouse or sea-mark, or by exhibiting false lights. The incident happened at train. This occurred around early morning. The accused is a stranger. I have evidence in the form of physical evidence.","['Section 409', 'Section 140']"
I would like to report that the incident described. The incident happened at market. This occurred around night. The accused is a colleague. I have evidence in the form of physical evidence.,"['Section 166', 'Section 424']"
I wish to file an FIR as the incident described has taken place. The incident happened at home. This occurred around early morning. The accused is unknown. I have evidence in the form of medical reports.,"['Section 398', 'Section 284']"
"I wish to file an FIR as counterfeiting a property mark used by another, with intent to cause damage or injury has taken place. The incident happened at home. This occurred around early morning. The accused is my neighbor. I have evidence in the form of physical evidence.","['Section 458', 'Section 376']"
I would like to report that bribery. The incident happened at road. This occurred around early morning. The accused is a relative. I have evidence in the form of photographs.,"['Section 125', 'Section 183']"
"I would like to report that driving or riding on a public way so rashly or negligently as to endanger human life, etc.. The incident happened at restaurant. This occurred around morning. The accused is a stranger. I have evidence in the form of medical reports.","['Section 502', 'Section 204']"
I am filing this complaint regarding an incident where voluntarily causing hurt to deter public servant from his duty. The incident happened at workplace. This occurred around night. The accused is a relative. I have evidence in the form of video recording.,"['Section 463', 'Section 296']"
"This is to report that on 27-05-2023, house-trespass in order to the commission of an offence punishable with imprisonment for life occurred. The incident happened at market. This occurred around evening. The accused is a relative. I have evidence in the form of medical reports.","['Section 212', 'Section 350']"
"On 17-10-2024, I witnessed/experienced public servant disobeying a direction of law with intent to save person from punishment, or property from forfeiture. The incident happened at public place. This occurred around night. The accused is known to me. I have evidence in the form of documents.","['Section 256', 'Section 314']"
"I would like to report that deserter concealed on board merchant vessel, through negligence of master or person in charge thereof. The incident happened at restaurant. This occurred around evening. The accused is my neighbor. I have evidence in the form of photographs.","['Section 403', 'Section 245']"
I wish to file an FIR as bribery has taken place. The incident happened at road. This occurred around early morning. The accused is a colleague. I have evidence in the form of photographs.,"['Section 499', 'Section 463']"
"On 11-07-2024, I witnessed/experienced counterfeiting, or performing any part of the process of counterfeiting coin. The incident happened at train. This occurred around morning. The accused is a colleague. I have evidence in the form of documents.","['Section 441', 'Section 265']"
I wish to file an FIR as kidnapping or abducting with intent secretly and wrongfully to confine a person has taken place. The incident happened at road. This occurred around night. The accused is a stranger. I have evidence in the form of witnesses.,"['Section 459', 'Section 493']"
"I am filing this complaint regarding an incident where attempting to commit offences punishable with imprisonment for life, or imprisonment, and in such attempt doing any act towards the commission of the offence. The incident happened at shop. This occurred around evening. The accused is a colleague. I have evidence in the form of photographs.","['Section 405', 'Section 228']"
"I would like to report that adulterating any drug or medical preparation intended for sale so as to lessen its efficacy, or to change its operation, or to make it noxious. The incident happened at road. This occurred around morning. The accused is a colleague. I have evidence in the form of photographs.","['Section 156', 'Section 223']"
"On 17-11-2023, I witnessed/experienced causing death by rash or negligent act. The incident happened at restaurant. This occurred around night. The accused is known to me. I have evidence in the form of witnesses.","['Section 347', 'Section 147']"
I wish to file an FIR as using in a judicial proceeding evidence known to be false or fabricated has taken place. The incident happened at workplace. This occurred around evening. The accused is known to me. I have evidence in the form of documents.,"['Section 219', 'Section 153']"
I am filing this complaint regarding an incident where the incident described. The incident happened at workplace. This occurred around early morning. The accused is a relative. I have evidence in the form of witnesses.,"['Section 370', 'Section 506']"
"I wish to file an FIR as dishonest misappropriation of property, knowing that it was in possession of a deceased person at his death, and that it has not since been in the possession of any person legally entitled to it has taken place. The incident happened at bus. This occurred around evening. The accused is a stranger. I have evidence in the form of photographs.","['Section 209', 'Section 190']"
I would like to report that the incident described. The incident happened at workplace. This occurred around afternoon. The accused is a colleague. I have evidence in the form of medical reports.,"['Section 489', 'Section 354']"
"On 10-03-2024, I witnessed/experienced intentional omission to apprehend on the part of a public servant bound by law to apprehend an offender, if the offence be capital. The incident happened at home. This occurred around evening. The accused is a relative. I have evidence in the form of video recording.","['Section 205', 'Section 464']"
"On 24-04-2024, I witnessed/experienced printing or engraving matter knowing it to be defamatory against the president or the vice-president or the governor of a state or administrator of a union territory or a minister in respect of his conduct in the discharge of his public functions when instituted upon a complaint made by the public prosecutor. The incident happened at market. This occurred around early morning. The accused is known to me. I have evidence in the form of video recording.","['Section 326', 'Section 478']"
I would like to report that house-trespass. The incident happened at market. This occurred around evening. The accused is known to me. I have evidence in the form of medical reports.,"['Section 136', 'Section 126']"
"This is to report that on 06-01-2024, sale of counterfeit government stamp occurred. The incident happened at public place. This occurred around night. The accused is a colleague. I have evidence in the form of photographs.","['Section 263', 'Section 377']"
I wish to file an FIR as same offence with concealment of the former marriage from the person with whom subsequent marriage is contracted has taken place. The incident happened at workplace. This occurred around afternoon. The accused is a colleague. I have evidence in the form of physical evidence.,"['Section 491', 'Section 391']"
"This is to report that on 08-04-2023, defamation against the president or the vice-president or the governor of a state or administrator of a union territory or a minister in respect of his conduct in the discharge of his public functions when instituted upon a complaint made by the public prosecutor occurred. The incident happened at public place. This occurred around early morning. The accused is a colleague. I have evidence in the form of video recording.","['Section 186', 'Section 276']"
"I would like to report that being bound to attend on or supply the wants of a person who is helpless from youth, unsoundness of mind or disease, and voluntarily omitting to do so. The incident happened at shop. This occurred around night. The accused is my neighbor. I have evidence in the form of witnesses.","['Section 205', 'Section 457']"
"On 26-09-2023, I witnessed/experienced possession of indian coin by a person who knew it to be counterfeit when he became possessed thereof. The incident happened at restaurant. This occurred around afternoon. The accused is known to me. I have evidence in the form of witnesses.","['Section 381', 'Section 358']"
I would like to report that removing destroying or defacing property mark with intent to cause injury. The incident happened at workplace. This occurred around morning. The accused is a colleague. I have evidence in the form of documents.,"['Section 197', 'Section 469']"
"On 04-10-2023, I witnessed/experienced insult intended to provoke breach of the peace. The incident happened at train. This occurred around morning. The accused is a stranger. I have evidence in the form of medical reports.","['Section 294', 'Section 182']"
I wish to file an FIR as the incident described has taken place. The incident happened at bus. This occurred around night. The accused is a stranger. I have evidence in the form of witnesses.,"['Section 254', 'Section 287']"
I am filing this complaint regarding an incident where intentional insult or interruption to a public servant sitting in any stage of a judicial proceeding. The incident happened at bus. This occurred around night. The accused is a relative. I have evidence in the form of medical reports.,"['Section 430', 'Section 330']"
"I wish to file an FIR as act done with intent to prevent a child being born alive, or to cause it to die after its birth has taken place. The incident happened at shop. This occurred around evening. The accused is known to me. I have evidence in the form of photographs.","['Section 245', 'Section 244']"
I would like to report that resistance or obstruction by a person to his lawful apprehension. The incident happened at public place. This occurred around night. The accused is a stranger. I have evidence in the form of video recording.,"['Section 387', 'Section 503']"
"On 05-01-2024, I witnessed/experienced making, buying or selling instrument for the purpose of counterfeiting coin. The incident happened at train. This occurred around morning. The accused is a stranger. I have evidence in the form of documents.","['Section 378', 'Section 487']"
I wish to file an FIR as conspiring to commit certain offences against the state has taken place. The incident happened at market. This occurred around night. The accused is my neighbor. I have evidence in the form of photographs.,"['Section 337', 'Section 470']"
"On 25-01-2024, I witnessed/experienced fraudulently suffering a decree to pass for a sum not due, or suffering decree to be executed after it has been satisfied. The incident happened at workplace. This occurred around night. The accused is my neighbor. I have evidence in the form of witnesses.","['Section 202', 'Section 302']"
"I am filing this complaint regarding an incident where criminal breach of trust by public servant or by banker, merchant or agent, etc.. The incident happened at home. This occurred around afternoon. The accused is known to me. I have evidence in the form of documents.","['Section 133', 'Section 321']"
"On 10-04-2023, I witnessed/experienced grievous hurt caused whilst committing lurking house-trespass or house-breaking. The incident happened at public place. This occurred around early morning. The accused is my neighbor. I have evidence in the form of physical evidence.","['Section 333', 'Section 130']"
"This is to report that on 03-08-2024, same with respect to indian coin occurred. The incident happened at train. This occurred around evening. The accused is known to me. I have evidence in the form of video recording.","['Section 355', 'Section 210']"
"This is to report that on 15-12-2023, voluntarily causing hurt by dangerous weapons or means occurred. The incident happened at public place. This occurred around evening. The accused is unknown. I have evidence in the form of medical reports.","['Section 442', 'Section 283']"
I wish to file an FIR as false charge of offence made with intent to injure has taken place. The incident happened at shop. This occurred around evening. The accused is a stranger. I have evidence in the form of video recording.,"['Section 436', 'Section 125']"
"This is to report that on 23-05-2023, same offence with concealment of the former marriage from the person with whom subsequent marriage is contracted occurred. The incident happened at home. This occurred around early morning. The accused is a relative. I have evidence in the form of witnesses.","['Section 226', 'Section 380']"
"This is to report that on 13-03-2025, house-trespass in order to the commission of an offence punishable with imprisonment for life occurred. The incident happened at road. This occurred around morning. The accused is a relative. I have evidence in the form of medical reports.","['Section 187', 'Section 211']"
"I wish to file an FIR as wearing the dress or carrying any token used by a soldier, sailor or airman with intent that it may be believed that he is such a soldier, sailor or airman has taken place. The incident happened at market. This occurred around afternoon. The accused is my neighbor. I have evidence in the form of video recording.","['Section 240', 'Section 387']"
"I wish to file an FIR as bidding, by a person under a legal incapacity to purchase it, for property at a lawfully authorized sale, or bidding without intending to perform the obligations incurred thereby has taken place. The incident happened at bus. This occurred around night. The accused is known to me. I have evidence in the form of documents.","['Section 134', 'Section 382']"
"I would like to report that extortion by threat of accusation of an offence punishable with death, imprisonment for life, or imprisonment for 10 years.. The incident happened at home. This occurred around night. The accused is my neighbor. I have evidence in the form of witnesses.","['Section 285', 'Section 371']"
I am filing this complaint regarding an incident where the incident described. The incident happened at restaurant. This occurred around afternoon. The accused is my neighbor. I have evidence in the form of physical evidence.,"['Section 267', 'Section 287']"
I would like to report that receiving property taken by war or depredation mentioned in sections 125 and 126. The incident happened at home. This occurred around afternoon. The accused is a colleague. I have evidence in the form of physical evidence.,"['Section 507', 'Section 455']"
I am filing this complaint regarding an incident where using in a judicial proceeding evidence known to be false or fabricated. The incident happened at shop. This occurred around night. The accused is unknown. I have evidence in the form of video recording.,"['Section 198', 'Section 179']"
"This is to report that on 05-03-2025, making or using documents resembling currency-notes or bank-notes occurred. The incident happened at market. This occurred around early morning. The accused is a relative. I have evidence in the form of physical evidence.","['Section 258', 'Section 501']"
"I would like to report that sale etc., of obscene objects to young persons. The incident happened at train. This occurred around night. The accused is a colleague. I have evidence in the form of physical evidence.","['Section 448', 'Section 325']"
I am filing this complaint regarding an incident where mischief by fire or explosive substance with intent to destroy house etc.. The incident happened at workplace. This occurred around morning. The accused is a colleague. I have evidence in the form of witnesses.,"['Section 248', 'Section 448']"
"I would like to report that making, buying or selling instrument for the purpose of counterfeiting a government stamp. The incident happened at home. This occurred around early morning. The accused is my neighbor. I have evidence in the form of video recording.","['Section 340', 'Section 162']"
"I would like to report that counterfeiting a device or mark used for authenticating documents described in section 467 of the indian penal code, or possessing counterfeit marked material. The incident happened at bus. This occurred around night. The accused is a colleague. I have evidence in the form of medical reports.","['Section 157', 'Section 452']"
"I would like to report that kidnapping or abducting in order to subject a person to grievous hurt, slavery, etc.. The incident happened at road. This occurred around afternoon. The accused is known to me. I have evidence in the form of video recording.","['Section 467', 'Section 177']"
I wish to file an FIR as trafficking of person has taken place. The incident happened at shop. This occurred around afternoon. The accused is known to me. I have evidence in the form of medical reports.,"['Section 270', 'Section 351']"
"I wish to file an FIR as making or counterfeiting a seal, plate, etc., with intent to commit a forgery punishable under section 467 of the indian penal code, or possessing with like intent any such seal, plate, etc. knowing the same to be counterfeit has taken place. The incident happened at workplace. This occurred around morning. The accused is a relative. I have evidence in the form of video recording.","['Section 294', 'Section 333']"
I wish to file an FIR as giving or fabricating false evidence with intent to cause any person to be convicted of a capital offence has taken place. The incident happened at workplace. This occurred around early morning. The accused is unknown. I have evidence in the form of documents.,"['Section 128', 'Section 29']"
"On 26-07-2024, I witnessed/experienced voluntarily causing hurt to extort property or a valuable security, or to constrain to do anything which is illegal or which may facilitate the commission of an offence. The incident happened at road. This occurred around afternoon. The accused is a stranger. I have evidence in the form of documents.","['Section 178', 'Section 510']"
I wish to file an FIR as the incident described has taken place. The incident happened at bus. This occurred around night. The accused is known to me. I have evidence in the form of witnesses.,"['Section 401', 'Section 131']"
I would like to report that the incident described. The incident happened at market. This occurred around morning. The accused is my neighbor. I have evidence in the form of medical reports.,"['Section 198', 'Section 386']"
"This is to report that on 22-02-2024, act done with intent to prevent a child being born alive, or to cause it to die after its birth occurred. The incident happened at bus. This occurred around night. The accused is known to me. I have evidence in the form of witnesses.","['Section 491', 'Section 478']"
I would like to report that the incident described. The incident happened at restaurant. This occurred around evening. The accused is a colleague. I have evidence in the form of documents.,"['Section 285', 'Section 154']"
I wish to file an FIR as extortion by putting a person in fear of death or grievous hurt has taken place. The incident happened at shop. This occurred around afternoon. The accused is a relative. I have evidence in the form of documents.,"['Section 312', 'Section 402']"
"This is to report that on 08-12-2023, harbouring such an officer, soldier, sailor or airman who has deserted occurred. The incident happened at public place. This occurred around afternoon. The accused is a stranger. I have evidence in the form of witnesses.","['Section 286', 'Section 433']"
I would like to report that house-trespass in order to the commission of an offence punishable with imprisonment for life. The incident happened at restaurant. This occurred around morning. The accused is a colleague. I have evidence in the form of physical evidence.,"['Section 498', 'Section 245']"
"On 24-10-2024, I witnessed/experienced refusing oath when duly required to take oath by a public servant. The incident happened at public place. This occurred around night. The accused is known to me. I have evidence in the form of witnesses.","['Section 347', 'Section 308']"
I am filing this complaint regarding an incident where the incident described. The incident happened at restaurant. This occurred around early morning. The accused is my neighbor. I have evidence in the form of video recording.,"['Section 423', 'Section 307']"
"I wish to file an FIR as abetment of an assault by an officer, soldier, sailor or airman on his superior officer, when in the execution of his office has taken place. The incident happened at workplace. This occurred around morning. The accused is my neighbor. I have evidence in the form of documents.","['Section 403', 'Section 315']"
"I would like to report that uttering any word or making any sound in the hearing or making any gesture, or placing any object in the sight of any person, with intention to wound his religious feelings. The incident happened at train. This occurred around night. The accused is a relative. I have evidence in the form of video recording.","['Section 303', 'Section 319']"
"This is to report that on 30-08-2023, resistance or obstruction by a person to his lawful apprehension occurred. The incident happened at restaurant. This occurred around afternoon. The accused is my neighbor. I have evidence in the form of witnesses.","['Section 149', 'Section 483']"
"On 20-01-2024, I witnessed/experienced false claim in a court of justice. The incident happened at train. This occurred around early morning. The accused is unknown. I have evidence in the form of medical reports.","['Section 294', 'Section 285']"
I would like to report that using as genuine a forged document which is known to be forged. The incident happened at shop. This occurred around evening. The accused is a relative. I have evidence in the form of physical evidence.,"['Section 243', 'Section 175']"
I wish to file an FIR as delivery to another of coin possessed with the knowledge that it is altered has taken place. The incident happened at road. This occurred around evening. The accused is a relative. I have evidence in the form of witnesses.,"['Section 232', 'Section 310']"
"I am filing this complaint regarding an incident where a person omitting to take order with any animal in his possession, so as to guard against danger to human life, or of grievous hurt, from such animal. The incident happened at home. This occurred around afternoon. The accused is a relative. I have evidence in the form of physical evidence.","['Section 129', 'Section 135']"
I would like to report that bribery. The incident happened at workplace. This occurred around early morning. The accused is my neighbor. I have evidence in the form of documents.,"['Section 429', 'Section 128']"
"This is to report that on 11-11-2023, a person omitting to take order with any animal in his possession, so as to guard against danger to human life, or of grievous hurt, from such animal occurred. The incident happened at public place. This occurred around evening. The accused is a colleague. I have evidence in the form of photographs.","['Section 440', 'Section 150']"
"On 17-11-2023, I witnessed/experienced the incident described. The incident happened at workplace. This occurred around afternoon. The accused is a colleague. I have evidence in the form of witnesses.","['Section 481', 'Section 244']"
I would like to report that punishment for subjecting a married woman to cruelty. The incident happened at home. This occurred around afternoon. The accused is a colleague. I have evidence in the form of video recording.,"['Section 284', 'Section 202']"
"On 20-11-2023, I witnessed/experienced mischief by destroying or moving, etc., a landmark fixed by public authority. The incident happened at home. This occurred around early morning. The accused is a relative. I have evidence in the form of video recording.","['Section 411', 'Section 178']"
"I wish to file an FIR as mischief, and thereby causing damage to the amount of 50 rupees or upwards has taken place. The incident happened at train. This occurred around morning. The accused is a colleague. I have evidence in the form of video recording.","['Section 125', 'Section 353']"
"On 23-06-2023, I witnessed/experienced threatening a public servant with injury to him or one in whom he is interested, to induce him to do or forbear to do any official act. The incident happened at home. This occurred around night. The accused is unknown. I have evidence in the form of medical reports.","['Section 477', 'Section 312']"
"On 23-10-2024, I witnessed/experienced intentionally omitting to produce a document to a public servant by a person legally bound to produce deliver such document. The incident happened at restaurant. This occurred around night. The accused is my neighbor. I have evidence in the form of documents.","['Section 285', 'Section 497']"
I would like to report that the incident described. The incident happened at public place. This occurred around afternoon. The accused is a colleague. I have evidence in the form of video recording.,"['Section 467', 'Section 126']"
"On 05-06-2023, I witnessed/experienced gang rape. The incident happened at train. This occurred around evening. The accused is a relative. I have evidence in the form of physical evidence.","['Section 135', 'Section 172']"
"I am filing this complaint regarding an incident where collecting arms, etc., with the intention of waging war against the government of india. The incident happened at home. This occurred around morning. The accused is a colleague. I have evidence in the form of video recording.","['Section 492', 'Section 386']"
I would like to report that altering appearance of any coin with intent that it shall pass as a coin of a different description. The incident happened at train. This occurred around early morning. The accused is known to me. I have evidence in the form of documents.,"['Section 177', 'Section 368']"
I would like to report that the incident described. The incident happened at public place. This occurred around afternoon. The accused is unknown. I have evidence in the form of witnesses.,"['Section 268', 'Section 152']"
"On 04-04-2024, I witnessed/experienced committing a public nuisance. The incident happened at train. This occurred around night. The accused is a stranger. I have evidence in the form of documents.","['Section 121', 'Section 477']"
"This is to report that on 17-03-2024, obstructing sale of property offered for sale by authority of a public servant occurred. The incident happened at restaurant. This occurred around morning. The accused is known to me. I have evidence in the form of video recording.","['Section 363', 'Section 186']"
"On 28-01-2024, I witnessed/experienced grievous hurt caused whilst committing lurking house-trespass or house-breaking. The incident happened at shop. This occurred around afternoon. The accused is unknown. I have evidence in the form of video recording.","['Section 242', 'Section 473']"
"I wish to file an FIR as import or export of counterfeit of indian coin, knowing the same to be counterfeit has taken place. The incident happened at shop. This occurred around morning. The accused is a stranger. I have evidence in the form of video recording.","['Section 170', 'Section 374']"
"I wish to file an FIR as being legally bound to state truth, and refusing to answer questions has taken place. The incident happened at public place. This occurred around evening. The accused is a stranger. I have evidence in the form of photographs.","['Section 373', 'Section 171']"
I am filing this complaint regarding an incident where lurking house-trespass or house-breaking by night in order to the commission of an offence punishable with imprisonment. The incident happened at market. This occurred around afternoon. The accused is a stranger. I have evidence in the form of video recording.,"['Section 375', 'Section 241']"
"This is to report that on 09-12-2024, person committing an offence of rape and inflicting injury which causes death or causes the woman to be in a persistent vegetative state occurred. The incident happened at train. This occurred around afternoon. The accused is known to me. I have evidence in the form of video recording.","['Section 216', 'Section 200']"
"This is to report that on 05-11-2024, public servant unlawfully buying or bidding for property occurred. The incident happened at restaurant. This occurred around evening. The accused is a colleague. I have evidence in the form of witnesses.","['Section 311', 'Section 180']"
"I wish to file an FIR as resistance or obstruction to lawful apprehension, or escape or rescue in cases not otherwise provided for has taken place. The incident happened at shop. This occurred around early morning. The accused is a colleague. I have evidence in the form of physical evidence.","['Section 412', 'Section 467']"
I wish to file an FIR as giving or fabricating false evidence in a judicial proceeding has taken place. The incident happened at shop. This occurred around morning. The accused is known to me. I have evidence in the form of photographs.,"['Section 253', 'Section 295']"
I would like to report that house-trespass in order to the commission of an offence punishable with imprisonment. The incident happened at train. This occurred around evening. The accused is a stranger. I have evidence in the form of physical evidence.,"['Section 191', 'Section 474']"
I wish to file an FIR as punishment for subjecting a married woman to cruelty has taken place. The incident happened at market. This occurred around morning. The accused is known to me. I have evidence in the form of physical evidence.,"['Section 237', 'Section 199']"
I wish to file an FIR as forgery has taken place. The incident happened at home. This occurred around night. The accused is a colleague. I have evidence in the form of medical reports.,"['Section 197', 'Section 245']"
I wish to file an FIR as trafficking of person has taken place. The incident happened at public place. This occurred around early morning. The accused is my neighbor. I have evidence in the form of photographs.,"['Section 316', 'Section 174']"
I would like to report that extortion by putting a person in fear of death or grievous hurt. The incident happened at restaurant. This occurred around early morning. The accused is my neighbor. I have evidence in the form of medical reports.,"['Section 241', 'Section 174']"
I am filing this complaint regarding an incident where murder in dacoity. The incident happened at workplace. This occurred around morning. The accused is a stranger. I have evidence in the form of medical reports.,"['Section 292', 'Section 484']"
"This is to report that on 02-07-2023, voluntarily causing hurt to extort property or a valuable security, or to constrain to do anything which is illegal or which may facilitate the commission of an offence occurred. The incident happened at workplace. This occurred around morning. The accused is a stranger. I have evidence in the form of medical reports.","['Section 435', 'Section 414']"
"On 18-01-2025, I witnessed/experienced claiming property without right, or practicing deception touching any right to it, to prevent its being taken as a forfeiture or in satisfaction of a fine under sentence, or in execution of a decree. The incident happened at train. This occurred around morning. The accused is my neighbor. I have evidence in the form of documents.","['Section 153', 'Section 321']"
"I wish to file an FIR as dishonest misappropriation of property, knowing that it was in possession of a deceased person at his death, and that it has not since been in the possession of any person legally entitled to it has taken place. The incident happened at road. This occurred around night. The accused is a stranger. I have evidence in the form of physical evidence.","['Section 299', 'Section 232']"
I would like to report that threatening any person to induce him to refrain from making a legal application for protection from injury. The incident happened at train. This occurred around early morning. The accused is known to me. I have evidence in the form of physical evidence.,"['Section 367', 'Section 210']"
"On 11-09-2024, I witnessed/experienced abetment of the desertion of an officer, soldier, sailor or airman. The incident happened at road. This occurred around afternoon. The accused is unknown. I have evidence in the form of physical evidence.","['Section 374', 'Section 302']"
"On 07-08-2024, I witnessed/experienced being one of five or more persons assembled for the purpose of committing dacoity. The incident happened at market. This occurred around evening. The accused is known to me. I have evidence in the form of witnesses.","['Section 308', 'Section 430']"
"On 09-09-2023, I witnessed/experienced absconding to avoid service of summons or other proceeding from a public servant. The incident happened at train. This occurred around early morning. The accused is my neighbor. I have evidence in the form of photographs.","['Section 463', 'Section 342']"
I am filing this complaint regarding an incident where criminal breach of trust by a clerk or servant. The incident happened at shop. This occurred around afternoon. The accused is a relative. I have evidence in the form of photographs.,"['Section 241', 'Section 495']"
"This is to report that on 01-10-2024, causing disappearance of evidence of an offence committed, or giving false information touching it to screen the offender, if a capital offence occurred. The incident happened at restaurant. This occurred around morning. The accused is unknown. I have evidence in the form of video recording.","['Section 169', 'Section 259']"
"I wish to file an FIR as counterfeiting, or performing any part of the process of counterfeiting coin has taken place. The incident happened at bus. This occurred around night. The accused is known to me. I have evidence in the form of video recording.","['Section 215', 'Section 469']"
I am filing this complaint regarding an incident where the incident described. The incident happened at train. This occurred around night. The accused is unknown. I have evidence in the form of photographs.,"['Section 219', 'Section 406']"
I am filing this complaint regarding an incident where the incident described. The incident happened at shop. This occurred around morning. The accused is a colleague. I have evidence in the form of witnesses.,"['Section 266', 'Section 127']"
"This is to report that on 15-03-2024, bribery occurred. The incident happened at workplace. This occurred around night. The accused is unknown. I have evidence in the form of photographs.","['Section 152', 'Section 348']"
"On 13-03-2024, I witnessed/experienced the incident described. The incident happened at market. This occurred around afternoon. The accused is a relative. I have evidence in the form of physical evidence.","['Section 354', 'Section 147']"
I wish to file an FIR as the incident described has taken place. The incident happened at home. This occurred around night. The accused is a stranger. I have evidence in the form of video recording.,"['Section 140', 'Section 191']"
"I wish to file an FIR as voluntarily causing hurt on grave and sudden provocation, not intending to hurt any other than the person who gave the provocation has taken place. The incident happened at train. This occurred around morning. The accused is known to me. I have evidence in the form of photographs.","['Section 343', 'Section 122']"
I wish to file an FIR as giving or fabricating false evidence with intent to cause any person to be convicted of a capital offence has taken place. The incident happened at public place. This occurred around afternoon. The accused is my neighbor. I have evidence in the form of documents.,"['Section 129', 'Section 332']"
"On 30-03-2023, I witnessed/experienced exploitation of a trafficked child. The incident happened at road. This occurred around morning. The accused is a relative. I have evidence in the form of documents.","['Section 500', 'Section 342']"
"On 27-01-2024, I witnessed/experienced offencepunishment. The incident happened at train. This occurred around afternoon. The accused is my neighbor. I have evidence in the form of documents.","['Section 225', 'Section 146']"
I would like to report that falsification of accounts. The incident happened at workplace. This occurred around night. The accused is a relative. I have evidence in the form of physical evidence.,"['Section 340', 'Section 353']"
I would like to report that making preparation to commit dacoity. The incident happened at workplace. This occurred around evening. The accused is my neighbor. I have evidence in the form of photographs.,"['Section 442', 'Section 276']"
"This is to report that on 31-01-2025, hiring, engaging or employing persons to take part in an unlawful assembly occurred. The incident happened at market. This occurred around early morning. The accused is unknown. I have evidence in the form of documents.","['Section 221', 'Section 29']"
"I would like to report that wrongful confinement for the purpose of extorting confession or information, or of compelling restoration of property etc.. The incident happened at bus. This occurred around early morning. The accused is a colleague. I have evidence in the form of medical reports.","['Section 498', 'Section 376']"
"On 02-03-2025, I witnessed/experienced the incident described. The incident happened at home. This occurred around early morning. The accused is a stranger. I have evidence in the form of medical reports.","['Section 357', 'Section 393']"
"I wish to file an FIR as mischief, and thereby causing damage to the amount of 50 rupees or upwards has taken place. The incident happened at road. This occurred around morning. The accused is a stranger. I have evidence in the form of photographs.","['Section 203', 'Section 181']"
"I would like to report that cheating and there by dishonestly inducing delivery of property, or the making, alteration or destruction of a valuable security. The incident happened at market. This occurred around afternoon. The accused is unknown. I have evidence in the form of medical reports.","['Section 487', 'Section 291']"
I would like to report that printing or engraving matter knowing it to be defamatory against the president or the vice-president or the governor of a state or administrator of a union territory or a minister in respect of his conduct in the discharge of his public functions when instituted upon a complaint made by the public prosecutor. The incident happened at shop. This occurred around afternoon. The accused is my neighbor. I have evidence in the form of documents.,"['Section 251', 'Section 193']"
"On 15-09-2023, I witnessed/experienced cheating by personation. The incident happened at home. This occurred around early morning. The accused is my neighbor. I have evidence in the form of video recording.","['Section 373', 'Section 336']"
"This is to report that on 21-01-2025, criminal breach of trust by public servant or by banker, merchant or agent, etc. occurred. The incident happened at workplace. This occurred around evening. The accused is known to me. I have evidence in the form of photographs.","['Section 315', 'Section 129']"
I am filing this complaint regarding an incident where as described. The incident happened at train. This occurred around afternoon. The accused is a relative. I have evidence in the form of documents.,"['Section 419', 'Section 508']"
I wish to file an FIR as kidnapping or abducting a child with intent to take property from the person of such child has taken place. The incident happened at shop. This occurred around evening. The accused is a colleague. I have evidence in the form of video recording.,"['Section 184', 'Section 472']"
"On 13-12-2024, I witnessed/experienced refusing to sign statement made to a public servant when legally required to do so. The incident happened at shop. This occurred around morning. The accused is a stranger. I have evidence in the form of witnesses.","['Section 254', 'Section 390']"
"I would like to report that commitment for trial or confinement by a person having authority, who knows that he is acting contrary to law. The incident happened at road. This occurred around morning. The accused is a colleague. I have evidence in the form of witnesses.","['Section 248', 'Section 185']"
"This is to report that on 01-12-2023, defamation against the president or the vice-president or the governor of a state or administrator of a union territory or a minister in respect of his conduct in the discharge of his public functions when instituted upon a complaint made by the public prosecutor occurred. The incident happened at shop. This occurred around night. The accused is unknown. I have evidence in the form of video recording.","['Section 472', 'Section 226']"
